id,timestamp,source,rating,feedback_text,sentiment,category,issue_summary
1946,N/A,support_ticket,1,My order arrived almost an hour late and the food was cold Agent Neha was handling it.,negative,Delivery,Order arrived late and the food was cold.
2494,2024-01-25 18:30:00,survey_comment,3,Waited two hours and the order was finally cancelled by the app (order #372869),negative,Delivery,Order was cancelled by the app after a two-hour wait.
2109,2024-03-04 18:30:00,support_ticket,3,The map screen freezes and I cannot place an order (order #130237),negative,App Bug,"The map screen freezes, preventing order placement."
2292,2024-02-18 18:30:00,app_store_review,5,"Best delivery service in my city, never had an issue - my groceries order in Bangalore",positive,Other,Positive feedback on the best delivery service with no issues.
2174,2024-02-02 18:30:00,survey_comment,1,"I was charged twice for the same order, please refund the extra amount - my groceries order in Mumbai",negative,Billing,Customer was charged twice for an order and requests a refund.
2434,2024-01-13 18:30:00,support_ticket,1,Waited two hours and the order was finally cancelled by the app - my fruits order in Bangalore,negative,Delivery,Order was cancelled by the app after a two-hour wait.
1260,2024-01-19 00:00:00,support_ticket,2,The store staff was friendly when I picked up my order (order #323788),positive,Staff/Support,Store staff was friendly during order pickup.
2057,2024-02-10 18:30:00,survey_comment,,The new version drains my battery so fast Agent Anil was handling it.,negative,App Bug,The new app version drains battery quickly.
1963,2024-02-17 12:56:18,app_store_review,1,Notifications stopped working after the update - my groceries order in Hyderabad!!!!,negative,App Bug,Notifications stopped working after the app update.
1824,2024-02-20 04:53:43,app_store_review,,App keeps crashing every time I open the cart - my fruits order in Hyderabad,negative,App Bug,App keeps crashing when opening the cart.
1058,N/A,survey_comment,1,Order marked delivered but nothing arrived at my place (order #778998),negative,Delivery,Order was marked delivered but did not arrive.
1561,2024-03-28 00:00:00,app_store_review,1,Nobody from support replied to my three emails Agent Arjun was handling it.,negative,Staff/Support,Support did not reply to multiple emails.
1593,N/A,support_ticket,3,Driver could not find my building and just cancelled - my fruits order in Hyderabad,negative,Delivery,Driver could not find the building and cancelled the order.
2428,2024-01-10 18:30:00,support_ticket,2,Thank you to the agent Priya who handled my complaint so well - my burger order in Bangalore,positive,Staff/Support,Agent Priya handled the complaint well.
1396,2024-01-11 18:30:00,support_ticket,1,Nobody from support replied to my three emails Agent Anil was handling it.,negative,Staff/Support,Support did not reply to multiple emails.
2332,2024-03-06 01:35:48,app_store_review,2,Why is there a service fee I never agreed to on my bill - my groceries order in Mumbai!!!!,negative,Billing,Unagreed service fee appeared on the bill.
1652,2024-03-16 18:30:00,app_store_review,4,"Best delivery service in my city, never had an issue (order #870158)",positive,Delivery,Excellent delivery service with no issues.
1879,2024-01-07 18:30:00,support_ticket,5,"Five stars, the app is fantastic and reliable (order #996398)",positive,App Bug,App is fantastic and reliable.
1200,2024-03-26 00:00:00,support_ticket,1,Delivery person was rude and threw the bag on the floor (order #860242),negative,Delivery,Delivery person was rude and mishandled the order.
2263,2024-03-16 18:30:00,survey_comment,5,"FIVE STARS, THE APP IS FANTASTIC AND RELIABLE (ORDER #645095)",positive,App Bug,App is fantastic and reliable.
1537,2024-01-16 01:05:24,app_store_review,2,The new version drains my battery so fast - my thali order in Delhi,negative,App Bug,New app version drains battery quickly.
2015,2024-03-02 18:30:00,survey_comment,,"Best delivery service in my city, never had an issue (order #899652)",positive,Delivery,Excellent delivery service with no issues.
1619,2024-01-07 18:30:00,app_store_review,1,Order marked delivered but nothing arrived at my place (order #419484),negative,Delivery,Order marked delivered but not received.
1738,27/03/2024,app_store_review,2,The store staff was friendly when I picked up my order - my milk order in Kolkata,positive,Staff/Support,Store staff was friendly during order pickup.
1340,2024-02-10 09:16:33,app_store_review,1,The invoice amount does not match what the app showed me. This is the third time.!!!!,negative,Billing,Invoice amount does not match app display.
1045,2024-01-15 09:12:33,app_store_review,1,"Cannot add address, the save button is greyed out (order #361303)",negative,App Bug,Unable to add address due to greyed out save button.
2435,2024-04-30 18:30:00,app_store_review,1,"Items were missing from my delivery, got only half the order (order #161601)",negative,Delivery,"Items were missing from delivery, only half order received."
1681,2024-02-09 18:30:00,support_ticket,3,Thank you to the agent Priya who handled my complaint so well - my biryani order in Mumbai,positive,Staff/Support,Agent Priya handled complaint well.
2047,2024-01-05 18:30:00,support_ticket,3,APP STUCK ON LOADING SCREEN FOR 5 MINUTES THEN CLOSED (ORDER #618970),negative,App Bug,App stuck on loading screen and then closed.
1522,2024-03-17 21:43:34,survey_comment,2,CHAT SUPPORT GAVE ME COPY PASTE ANSWERS THAT DID NOT HELP (ORDER #386929),negative,Staff/Support,Chat support provided unhelpful copy-paste answers.
1090,2024-03-19 18:30:00,support_ticket,,"Best delivery service in my city, never had an issue (order #182804)",positive,Delivery,Excellent delivery service with no issues.
1510,2024-03-31 18:30:00,survey_comment,4,"Five stars, the app is fantastic and reliable (order #404598)",positive,App Bug,App is fantastic and reliable.
1383,2024-03-01 00:00:00,survey_comment,2,Food was spilled all over the bag when it reached me - my pizza order in Hyderabad,negative,Delivery,Food was spilled during delivery.
2474,2024-02-23 18:30:00,support_ticket,1,"I was charged twice for the same order, please refund the extra amount - my biryani order in Pune",negative,Billing,"Charged twice for the same order, requesting refund."
1974,2024-01-14 18:30:00,survey_comment,2,Thank you to the agent Priya who handled my complaint so well (order #278612),positive,Staff/Support,Agent Priya handled complaint well.
1437,2024-03-23 18:30:00,support_ticket,,The new version drains my battery so fast (order #566509),negative,App Bug,New app version drains battery quickly.
1477,2024-01-12 00:00:00,app_store_review,5,"Five stars, the app is fantastic and reliable (order #804378)",positive,App Bug,App is fantastic and reliable.
1222,2024-11-01 18:30:00,survey_comment,2,Search bar shows no results even for items that exist. This is the fourth time.,negative,App Bug,Search bar shows no results for existing items.
2355,2024-01-04 18:30:00,support_ticket,2,"Items were missing from my delivery, got only half the order. This is the second time.",negative,Delivery,"Items were missing from delivery, only half order received."
2485,21/03/2024,app_store_review,,My order arrived almost an hour late and the food was cold (order #716038),negative,Delivery,Order arrived late and food was cold.
2202,2024-01-14 00:35:51,app_store_review,,"Double deduction on my card for order, need this reversed asap Agent Vikram was handling it.",negative,Billing,"Double deduction on card for order, needs reversal."
1232,2024-03-19 00:00:00,survey_comment,5,"GREAT EXPERIENCE OVERALL, FOOD ALWAYS FRESH - MY THALI ORDER IN BANGALORE",positive,Delivery,Great experience with fresh food.
1440,2024-01-01 15:52:55,app_store_review,2,App stuck on loading screen for 5 minutes then closed - my biryani order in Mumbai,negative,App Bug,App stuck on loading screen and then closed.
1152,2024-01-15 18:25:58,survey_comment,,Coupon SAVE50 did not apply at checkout and I paid full price - my thali order in Mumbai,negative,Billing,"Coupon did not apply at checkout, paid full price."
1183,2024-03-10 18:30:00,support_ticket,1,Nobody from support replied to my three emails (order #344146),negative,Staff/Support,Support did not reply to emails.
1140,2024-01-03 00:00:00,app_store_review,1,Why is there a service fee I never agreed to on my bill (order #638289)!!!!,negative,Billing,Unagreed service fee on bill.
2180,2024-03-06 18:30:00,support_ticket,2,App stuck on loading screen for 5 minutes then closed - my sushi order in Pune,negative,App Bug,App stuck on loading screen and then closed.
2233,2024-03-17 18:30:00,support_ticket,1,Delivery person was rude and threw the bag on the floor (order #918855),negative,Delivery,Delivery person was rude and mishandled the order.
2080,2024-03-24 18:30:00,app_store_review,,The invoice amount does not match what the app showed me (order #838963),negative,Billing,Invoice amount does not match app display.
1310,2024-03-15 18:30:00,support_ticket,1,The map screen freezes and I cannot place an order - my groceries order in Bangalore,negative,App Bug,"Map screen freezes, preventing order placement."
1983,2024-02-06 18:30:00,survey_comment,1,Order marked delivered but nothing arrived at my place (order #780129),negative,Delivery,Order marked delivered but not received.
1810,2024-02-08 18:30:00,support_ticket,2,Chat support gave me copy paste answers that did not help (order #570046),negative,Staff/Support,Chat support provided unhelpful copy-paste answers.
1893,2024-02-10 00:00:00,app_store_review,2,ORDER MARKED DELIVERED BUT NOTHING ARRIVED AT MY PLACE - MY FRUITS ORDER IN CHENNAI,negative,Delivery,Order marked delivered but not received.
1467,2024-02-23 18:30:00,support_ticket,2,Search bar shows no results even for items that exist. This is the second time.,negative,App Bug,Search bar shows no results for existing items.
